,bathrooms,bedrooms,interest_level,Elevator,Cats Allowed,Hardwood Floors,Dogs Allowed,Doorman,Dishwasher,No Fee,Laundry in Building,Fitness Center,Pre-War,Laundry in Unit,Roof Deck,Outdoor Space,Dining Room,High Speed Internet,Balcony,Swimming Pool,Laundry In Building,New Construction,Terrace,price
645,1.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3025
647,1.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2975
648,1.0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2500
649,2.0,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6295
651,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675
656,2.0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,5025
657,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4050
658,2.0,3,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4950
659,3.0,4,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,9000
662,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1825
666,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2850
669,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2195
674,1.0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3700
675,1.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2650
679,1.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2700
681,1.0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1800
682,1.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3000
685,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825
687,1.0,2,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,3100
692,1.0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2729
693,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
694,1.0,2,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2635
696,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700
699,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2350
700,1.0,2,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3495
703,2.0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,4892
704,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1850
705,1.0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1800
706,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425
707,1.0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2300
712,1.0,3,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5450
714,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100
715,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870
716,1.0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875
718,1.0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2300
720,2.0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3400
725,1.0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4025
728,1.0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2500
730,1.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3345
735,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3900
737,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100
740,1.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795
741,1.0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3605
742,1.0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3200
743,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195
747,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600
749,1.0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2150
754,1.0,2,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3300
757,1.0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2400
761,1.0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2400
762,1.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,3395
764,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3895
766,1.0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4195
770,2.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,3545
772,1.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3595
773,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550
776,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700
778,1.0,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4850
783,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100
786,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2600
788,2.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7995
791,1.0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2900
798,1.0,2,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3450
801,1.0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2950
806,2.0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6000
807,1.0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2675
809,1.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795
810,1.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1850
812,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600
813,1.0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875
815,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250
816,2.0,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4708
818,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
820,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200
821,1.0,2,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3100
822,1.0,3,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,3500
828,2.0,4,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,6295
833,1.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2155
836,1.0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
839,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275
840,1.0,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,4295
841,1.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2400
843,1.0,2,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3350
845,2.0,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5795
846,1.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5195
847,1.0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3800
849,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325
850,1.0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4195
852,1.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3595
858,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095
859,1.0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5550
862,1.0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
863,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2975
865,1.0,3,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,5300
866,1.0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3735
872,1.0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186
873,1.0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3650
875,2.0,2,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6695
876,1.0,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3400
877,1.0,2,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4095
878,1.0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2700
879,1.0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2350
880,1.0,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4195
881,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2378
883,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100
884,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
886,1.0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1650
889,1.0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3999
892,1.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2887
893,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2575
897,1.0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1750
898,2.0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4915
899,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975
901,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4295
903,2.0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
910,1.0,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,3200
914,1.0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2525
917,1.0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3350
918,1.0,3,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3995
921,1.0,3,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,6500
923,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2300
925,1.0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2450
928,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2715
936,2.0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800
937,1.0,3,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4300
938,1.0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2200
939,1.0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3400
941,1.0,3,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,4025
944,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100
945,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855
947,1.0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4095
948,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150
953,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2650
956,1.0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2550
958,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400
959,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2595
962,2.0,2,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4600
963,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700
964,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2350
965,1.0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,2780
967,1.0,2,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2250
969,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350
973,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2150
975,1.0,2,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3000
976,2.0,3,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,5903
978,1.0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2750
979,1.0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2855
980,1.0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350
981,1.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350
984,1.0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,3390
985,1.0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3970
987,2.0,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7400
988,1.0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5400
993,2.0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,5200
997,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
998,1.5,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995
1002,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625
1004,1.0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1700
1007,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292
1010,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850
1015,1.0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2550
1016,2.0,2,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6380
1017,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
1019,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2595
1020,2.0,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5800
1021,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600
1022,1.0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3950
1023,1.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3395
1024,1.5,3,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3300
1025,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2475
1026,1.0,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,3300
1027,1.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835
1030,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2500
1031,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195
1036,1.0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2525
1037,1.5,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5600
1038,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900
1039,1.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3495
1041,2.0,3,2,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,3995
1044,1.0,2,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3437
1045,1.0,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3520
1047,1.0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2495
1048,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3865
1053,1.0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2999
1056,1.0,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3495
1058,2.0,3,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,5290
1060,1.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3200
1063,1.0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2800
1064,1.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2600
1065,1.0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3450
1066,2.0,4,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,5700
1067,1.0,3,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4900
1071,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
1075,1.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800
1076,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300
1078,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900
1083,1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3495
1084,2.0,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4500
1087,1.0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2700
1088,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800
1089,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2800
1090,1.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1662
1091,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770
1092,2.0,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4370
1093,1.0,2,2,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2600
1094,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3300
1096,1.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3100
1097,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900
1099,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300
1105,1.0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2395
1107,2.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4310
1111,2.0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7750
1114,1.0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3500
1115,1.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600
1117,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200
1118,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3665
1119,1.0,3,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5600
1120,1.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3050
1133,1.0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2865
1135,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3725
1137,1.0,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500
1142,1.0,2,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4595
1144,1.0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4500
1148,1.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200
1152,2.0,3,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,5995
1159,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500
1162,1.0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1875
1165,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395
1167,1.0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450
1169,1.5,2,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,6045
1170,2.0,3,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,4676
1171,1.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3850
1176,1.0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2750
1177,1.0,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,3600
1179,1.0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4390
1180,1.0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895
1181,1.0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2400
1182,1.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350
1183,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595
1184,1.0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
1185,1.0,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,3400
1187,3.0,3,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18000
1189,1.0,2,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3600
1190,1.0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2200
1196,1.0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,3500
1198,1.0,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2650
1200,1.0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2600
1201,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750
1202,1.0,0,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2195
1204,1.5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5550
1206,2.0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7800
1211,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1212,1.0,3,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4995
1216,1.0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2975
1220,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750
1221,1.0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4181
1225,1.0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3700
1226,1.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,4295
1228,1.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300
